title,summary,source,url,published_at,authors,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,ticker_sentiment_label,ticker
Did The Pentagon-OpenAI Deal Kill BigBear?,"The article discusses how the Pentagon's launch of GenAI.mil, a free alternative AI platform, has negatively impacted BigBear.ai ($BBAI) shortly after BigBear acquired a similar military AI tool called Ask Sage for $250 million. BigBear's newly named CTO, Nicolas M. Chaillan (founder of Ask Sage), publicly criticized the Pentagon's move as ""stupid, wasteful and moronic"" given that the federal government is BigBear's primary customer. Hunterbrook Capital has taken a short position on $BBAI based on this reporting, highlighting the financial implications of the Pentagon's decision for BigBear.",Hunterbrook,https://hntrbrk.com/big-bear/,2026-02-13 12:57:49,"Sam Koppelman, Blake Spendley",-0.320572,Somewhat-Bearish,-0.125305,Neutral,MSFT
"BREAD FINANCIAL HOLDINGS, INC. SEC 10-K Report","Bread Financial Holdings, Inc. released its 2025 Form 10-K report detailing strong financial performance, including a significant increase in net income and diluted share earnings. The company focused on optimizing its capital structure through debt issuance and repurchases, while expanding its product offerings and partner base. Despite robust growth, Bread Financial faces challenges such as macroeconomic risks, intense competition, and regulatory complexities.",TradingView,https://www.tradingview.com/news/tradingview:f6f6047c18576:0-bread-financial-holdings-inc-sec-10-k-report/,2026-02-13 12:57:37,,0.190127,Somewhat-Bullish,0.142527,Neutral,MSFT
Barclays Reaffirms Their Buy Rating on Hilton Worldwide Holdings (HLT),"Barclays analyst Brandt Montour has reaffirmed a Buy rating on Hilton Worldwide Holdings (HLT) with a price target of $350.00. Montour, a 4-star analyst, has a 7.5% average return and a 51.51% success rate in the Consumer Cyclical sector. This comes as Hilton reported a quarterly revenue of $3.12 billion and a net profit of $420 million for the quarter ending September 30.",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/HLT-N/pressreleases/204421/barclays-reaffirms-their-buy-rating-on-hilton-worldwide-holdings-hlt/,2026-02-13 12:33:39,Tipranks,0.369455,Bullish,0.325989,Somewhat-Bullish,MSFT
VNET taps homegrown finance leader Peter Zhang to oversee financial operations,"VNET (Nasdaq: VNET) has appointed Peter Zhihua Zhang as Senior Vice President, Operational Finance, effective February 13, 2026. Mr. Zhang will serve as the company's principal accounting officer, responsible for reviewing and approving financial statements and filings for SEC and Nasdaq compliance. Having joined VNET in October 2019, he brings extensive experience in financial management and has played a key role in domestic debt financing and the strategic partnership with Microsoft.",Stock Titan,https://www.stocktitan.net/news/VNET/vnet-appoints-new-officer-to-finance-leadership-5uqjiugkrcxc.html,2026-02-13 12:28:06,,0.382646,Bullish,0.336571,Somewhat-Bullish,MSFT
fuboTV Inc. (FUBO) in Focus: Earnings Momentum and Investor Moves,"fuboTV Inc. (FUBO) delivered strong first fiscal 2026 results, reporting a 40% year-over-year revenue increase to $1.55 billion and a reduced net loss following its business combination with Hulu + Live TV. The company plans a reverse stock split to make its shares more accessible to investors. While acknowledging FUBO's potential, the article suggests that certain AI stocks may offer greater upside and less risk.",Finviz,https://finviz.com/news/310209/fubotv-inc-fubo-in-focus-earnings-momentum-and-investor-moves,2026-02-13 12:27:59,Neha Gupta,0.15096,Somewhat-Bullish,0.123414,Neutral,MSFT
Aurora Mobile Integrates GLM-5 Model into GPTBots.ai Platform to Enhance AI Performance and Automation for Enterprises,"Aurora Mobile has integrated the GLM-5 series model into its GPTBots.ai platform, significantly enhancing AI performance, reliability, and automation for enterprise users. The GLM-5 model boasts a record-low hallucination rate and ""Agent Mode"" capabilities for autonomous professional document creation, making it a game-changer for enterprise AI. This integration positions GPTBots.ai, an Aurora Mobile company, as a leader in intelligent automation, providing cost-effective and scalable AI solutions for businesses.",Quiver Quantitative,https://www.quiverquant.com/news/Aurora+Mobile+Integrates+GLM-5+Model+into+GPTBots.ai+Platform+to+Enhance+AI+Performance+and+Automation+for+Enterprises,2026-02-13 12:27:42,,0.000636,Neutral,-0.120138,Neutral,MSFT
"Zacks Investment Ideas feature highlights Constellation, Microsoft and Quanta Services","Zacks Investment Ideas highlights Constellation Energy (CEG), Microsoft (MSFT), and Quanta Services (PWR) as prime investment opportunities. Constellation Energy is positioned to benefit from the AI-driven nuclear energy boom, despite a recent stock pullback. Quanta Services, an energy infrastructure giant, shows strong growth potential due to increasing demand for grid expansion and solutions for AI data centers.",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/CEG/pressreleases/202496/zacks-investment-ideas-feature-highlights-constellation-microsoft-and-quanta-services/,2026-02-13 12:02:16,Zacks Investment Research,0.316058,Somewhat-Bullish,0.110117,Neutral,MSFT
Prospera Financial Services Inc Has $2.74 Million Stock Holdings in Adobe Inc. $ADBE,"Prospera Financial Services Inc reduced its stake in Adobe Inc. by 33.1%, holding 7,763 shares valued at $2.74 million. Other institutional investors like Federated Hermes Inc. significantly increased their holdings, while a class-action lawsuit and an insider stock sale introduced negative sentiment for Adobe. Despite these, Adobe beat quarterly expectations and provided strong FY26 guidance, leading some analysts to consider the stock undervalued.",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-prospera-financial-services-inc-has-274-million-stock-holdings-in-adobe-inc-adbe-2026-02-13/,2026-02-13 11:26:29,MarketBeat,0.180917,Somewhat-Bullish,0.223591,Somewhat-Bullish,MSFT
Freedom Holding Corp.: International expansion as a growth engine,"Freedom Holding Corp., a Nasdaq-listed fintech company, has demonstrated strong growth and profitability, with revenues reaching $628.6 million and net profit nearly doubling to $76.2 million in Q3 fiscal year 2026. The company attributes its success to a long-term strategic international expansion, an ecosystem approach that serves over 7.2 million clients, and investments in infrastructure like telecom networks and data centers. Its global market recognition is affirmed by inclusion in the Russell 3000 Index and BlackRock becoming a significant shareholder.",Business First Online,https://www.businessfirstonline.co.uk/advice/freedom-holding-corp-international-expansion-as-a-growth-engine/,2026-02-13 10:57:44,,0.425506,Bullish,0.243109,Somewhat-Bullish,MSFT
"Zacks Investment Ideas feature highlights Constellation, Microsoft and Quanta Services","Zacks Investment Ideas highlights Constellation Energy (CEG), Microsoft (MSFT), and Quanta Services (PWR) as strong investment opportunities, particularly due to their roles in the AI energy boom. Constellation Energy, a nuclear and natural gas company, is positioned for long-term growth by powering AI data centers, while Quanta Services, an energy infrastructure titan, is thriving from grid expansion and electrification. Both companies are projected to see significant revenue and earnings growth, driven by their critical contributions to evolving energy demands.",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/MSFT/pressreleases/202496/zacks-investment-ideas-feature-highlights-constellation-microsoft-and-quanta-services/,2026-02-13 10:27:19,Zacks Investment Research,0.386312,Bullish,0.302662,Somewhat-Bullish,MSFT
Cookson Peirce & Co. Inc. Takes Position in Pegasystems Inc. $PEGA,"Cookson Peirce & Co. Inc. has initiated a new position in Pegasystems Inc. (NASDAQ:PEGA) by purchasing over 209,000 shares valued at approximately $12 million. This move comes as Pegasystems reported strong Q4 earnings, surpassing analyst estimates in both EPS and revenue, driven by AI and cloud demand. While institutional ownership has increased significantly, insider selling and a recent legal settlement represent potential risks for the company.",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-cookson-peirce-co-inc-takes-position-in-pegasystems-inc-pega-2026-02-13/,2026-02-13 09:28:16,MarketBeat,0.220327,Somewhat-Bullish,0.131905,Neutral,MSFT
Alphabet Inc. $GOOG Stake Boosted by First Dallas Securities Inc.,"First Dallas Securities Inc. significantly increased its stake in Alphabet Inc. (NASDAQ:GOOG) by 251.4% in Q3, now holding 5,605 shares valued at $1.365 million. Despite recent insider selling, Alphabet maintains a consensus ""Buy"" rating from Wall Street with a target price of $343.90, following strong Q4 earnings and the announcement of a $0.21 quarterly dividend. The company's stock performance shows a market capitalization of $3.73 trillion, with recent positive sentiment driven by AI and cloud momentum, though antitrust probes and high capex guidance pose potential risks.",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-alphabet-inc-goog-stake-boosted-by-first-dallas-securities-inc-2026-02-13/,2026-02-13 08:56:57,MarketBeat,0.209967,Somewhat-Bullish,0.176611,Somewhat-Bullish,MSFT
Okta Growth Story Ties PGA Alliance And APJ Leadership Shift,"Okta expanded its alliance with the PGA of America, leveraging AI-powered digital identity experiences, and appointed Dan Mountstephen as Senior VP and GM for Asia Pacific and Japan to strengthen leadership in that region. These strategic moves aim to broaden Okta's customer base and product reach by emphasizing high-visibility partnerships and international expansion. While the company's stock has seen recent gains, its long-term performance shows a significant decline, indicating potential volatility and risks that investors should consider alongside these growth initiatives.",Sahm,https://www.sahmcapital.com/news/content/okta-growth-story-ties-pga-alliance-and-apj-leadership-shift-2026-02-12,2026-02-13 07:27:33,Simply Wall St,0.10693,Neutral,0.103161,Neutral,MSFT
INVESTOR DEADLINE: Richtech Robotics Inc. Investors with Substantial Losses Have Opportunity to Lead the Richtech Robotics Class Action Lawsuit,"Robbins Geller Rudman & Dowd LLP announced a lead plaintiff deadline of April 3, 2026, for a class action lawsuit against Richtech Robotics Inc. Investors who purchased securities between January 27, 2026, and January 29, 2026, and suffered substantial losses are encouraged to seek appointment. The lawsuit alleges that Richtech Robotics falsely claimed a collaborative relationship with Microsoft, which was denied by Microsoft in a report, causing a significant drop in stock price.",Sahm,https://www.sahmcapital.com/news/content/investor-deadline-richtech-robotics-inc-investors-with-substantial-losses-have-opportunity-to-lead-the-richtech-robotics-class-action-lawsuit-2026-02-12,2026-02-13 04:28:11,PR Newswire,-0.487316,Bearish,-0.304805,Somewhat-Bearish,MSFT
JFrog (FROG) Q4 2025 Earnings Call Transcript,"JFrog reported a strong Q4 and full-year 2025, exceeding guidance with a 24% increase in total annual revenue and 45% growth in cloud revenue. The company saw significant expansion in its security core products, which now represent over 10% of total ARR and 16% of RPO, driven by increased adoption amid rising software supply chain threats. JFrog also strategically built out its MLOps platform to support AI workflows, securing partnerships with NVIDIA and Hugging Face, and expects continued durable cloud growth and adoption of its bundled security solutions in 2026.",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/markets-news/motley/196219/jfrog-frog-q4-2025-earnings-call-transcript/,2026-02-12 22:27:44,Motley Fool,0.30476,Somewhat-Bullish,0.097295,Neutral,MSFT
Expedia (NASDAQ:EXPE) Beats Expectations in Strong Q4 CY2025,"Expedia (NASDAQ:EXPE) reported better-than-expected Q4 CY2025 results, with revenue up 11.4% year-on-year to $3.55 billion and non-GAAP profit exceeding analyst estimates by 12.2%. The company also provided strong next-quarter revenue guidance, surpassing analyst expectations. Despite strong financial performance, shares traded down slightly after the report.",Finviz,https://finviz.com/news/309844/expedia-nasdaq-expe-beats-expectations-in-strong-q4-cy2025,2026-02-12 21:47:12,Petr Huřťák,0.156371,Somewhat-Bullish,0.126899,Neutral,MSFT
JFrog (NASDAQ:FROG) Reports Bullish Q4 CY2025 But Stock Drops 10.4%,"JFrog (NASDAQ:FROG) exceeded Q4 CY2025 revenue and EPS expectations, with sales increasing 25.2% year-on-year to $145.3 million and non-GAAP EPS at $0.22. Despite this strong performance and optimistic guidance for Q1 CY2026, the stock dropped 10.4% post-announcement, likely due to investor concerns about future revenue deceleration. The company also demonstrated solid long-term revenue growth, robust billings, and a healthy net revenue retention rate.",Finviz,https://finviz.com/news/309820/jfrog-nasdaq-frog-reports-bullish-q4-cy2025-but-stock-drops-104,2026-02-12 21:27:44,Jabin Bastian,0.110742,Neutral,0.225742,Somewhat-Bullish,MSFT
Form 424B2 BARCLAYS BANK PLC,"This SEC filing from Barclays Bank PLC outlines the terms for $1,501,000 Callable Contingent Coupon Notes due August 13, 2027, linked to the performance of Amazon, Microsoft, and Apple stock. The document details payment at maturity, contingent coupon conditions, early redemption options, and significant risk considerations for investors, including the creditworthiness of Barclays and the potential impact of U.K. Bail-in Power. It also lists purchase considerations and tax implications for potential investors.",StreetInsider,https://www.streetinsider.com/SEC+Filings/Form+424B2+BARCLAYS+BANK+PLC/25991314.html,2026-02-12 20:57:15,,0.086046,Neutral,0.116299,Neutral,MSFT
"Alphabet Drops 7% Post Q4 Earnings: Buy, Sell or Hold the Stock?","Alphabet (GOOGL) shares dropped 7% after its Q4 2025 earnings report, primarily due to investor concerns over the high capital expenditure guidance for 2026, aimed at building AI and cloud infrastructure. Despite strong cash flow and continued dominance in search and cloud with significant AI integration, the stock is considered overvalued with a ""Hold"" rating from Zacks. The company's AI advancements are boosting user engagement and enterprise client adoption, but increased spending, capacity constraints, and valuation concerns temper short-term enthusiasm.",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AAPL/pressreleases/187349/alphabet-drops-7-post-q4-earnings-buy-sell-or-hold-the-stock/,2026-02-12 18:26:26,Zacks Investment Research,-0.041425,Neutral,-0.116913,Neutral,MSFT
Form FWP BANK OF NOVA SCOTIA Filed by: BANK OF NOVA SCOTIA,"The Bank of Nova Scotia has filed a Form FWP for a Senior Note Program, Series A, offering Equity Linked Securities – Market Linked Securities – Auto-Callable with Contingent Coupon with Memory Feature and Contingent Downside Principal at Risk Securities due February 23, 2029. These securities are linked to the performance of Amazon.com, Inc., Microsoft Corporation, and Netflix, Inc. The filing details the terms, including contingent coupon payments, automatic call features, maturity payment amounts, and various risks associated with the investment, such as the potential for loss of principal and credit risk of the Bank.",StreetInsider,https://www.streetinsider.com/SEC+Filings/Form+FWP+BANK+OF+NOVA+SCOTIA+Filed+by%3A+BANK+OF+NOVA+SCOTIA/25981786.html,2026-02-12 17:28:14,,0.144793,Neutral,0.110803,Neutral,MSFT
ServiceNow buys Israeli BI co Pyramid Analytics,"ServiceNow has announced its acquisition of Israeli business intelligence company Pyramid Analytics for an estimated few hundred million dollars. The purchase aims to integrate Pyramid Analytics' data analysis and AI capabilities directly into ServiceNow’s work systems, allowing real-time business insights without switching platforms. This acquisition follows ServiceNow's recent purchase of another Israeli company, Armis, for $7 billion, and represents a modest return for Pyramid Analytics' investors.",Globes - Israel Business News,https://en.globes.co.il/en/article-servicenow-buys-israeli-bi-co-pyramid-analytics-1001534990,2026-02-12 17:27:24,Meytal Vaizberg and Assaf Gilead,0.206191,Somewhat-Bullish,0.100566,Neutral,MSFT
Why Bruker (BRKR) Stock Is Trading Lower Today,"Bruker (BRKR) stock is trading lower after the company reported disappointing fourth-quarter 2025 financial results, including an earnings miss and a 22.4% decrease from the previous year. While revenue was flat year-over-year, it declined organically, and the full-year adjusted earnings guidance for 2026 fell short of analyst estimates. This news continues a trend of volatility for Bruker, which also announced a weak organic revenue growth forecast for 2026 a month prior.",Finviz,https://finviz.com/news/309520/why-bruker-brkr-stock-is-trading-lower-today,2026-02-12 16:57:46,Anthony Lee,-0.217878,Somewhat-Bearish,0.112299,Neutral,MSFT
"Portnoy Law Firm Announces Class Action on Behalf of Richtech Robotics, Inc. Investors","The Portnoy Law Firm has announced a class action lawsuit against Richtech Robotics, Inc. for investors who purchased securities between January 27, 2026, and January 29, 2026. The lawsuit alleges that Richtech falsely claimed a collaborative and commercial relationship with Microsoft, which Microsoft later denied, leading to a significant drop in Richtech's stock price. Investors have until April 3, 2026, to file a lead plaintiff motion.",GlobeNewswire,https://www.globenewswire.com/news-release/2026/02/12/3237502/0/en/portnoy-law-firm-announces-class-action-on-behalf-of-richtech-robotics-inc-investors.html,2026-02-12 16:57:16,,-0.543032,Bearish,-0.343299,Somewhat-Bearish,MSFT
GOOG stock rebounds as Alphabet clears $32 billion Wiz hurdle and sells rare 100-year bond,"Alphabet's Class C shares rebounded after EU regulators approved its $32 billion acquisition of cybersecurity firm Wiz, lifting a significant antitrust hurdle. The company also raised £1 billion through a rare 100-year sterling bond within a larger $31.51 billion global bond raise, signaling the increasing capital demands of the AI race. Despite this, the European Publishers Council filed an antitrust complaint regarding Google's AI Overviews, accusing it of using content without consent or fair compensation.",Bez Kabli,https://www.bez-kabli.pl/goog-stock-rebounds-as-alphabet-clears-32-billion-wiz-hurdle-and-sells-rare-100-year-bond/,2026-02-12 15:54:08,Marcin Frąckiewicz,0.169029,Somewhat-Bullish,0.102513,Neutral,MSFT
Street Reassesses Microsoft (MSFT) Amid Azure Growth and Capex Concerns,"Stifel downgraded Microsoft's rating from Buy to Hold, citing concerns about Azure growth and aggressive AI spending leading to potential operating-margin headwinds. Despite this, most analysts have reiterated their ratings, with some seeing the recent stock correction as a buying opportunity. The market is reassessing MSFT due to slowed cloud sales growth and elevated capital expenditures, leading to a recent 14% stock correction.",Finviz,https://finviz.com/news/309282/street-reassesses-microsoft-msft-amid-azure-growth-and-capex-concerns,2026-02-12 15:44:23,Rizwan Siddiqui,-0.031135,Neutral,-0.288817,Somewhat-Bearish,MSFT
"Alphabet Drops 7% Post Q4 Earnings: Buy, Sell or Hold the Stock?","Alphabet's shares dropped 7% after its Q4 2025 earnings report due to investor concerns over the high capital expenditure guidance for AI and cloud infrastructure, which will squeeze free cash flow despite strong cash generation. While the company's AI push is boosting its Search and Cloud businesses and 2026 earnings estimates are positive, its shares are considered overvalued. Given the overvaluation, high capital expenses, and expected pressure on profitability, Zacks has a ""Hold"" rating for GOOGL stock.",TradingView,https://www.tradingview.com/news/zacks:5f0e6534c094b:0-alphabet-drops-7-post-q4-earnings-buy-sell-or-hold-the-stock/,2026-02-12 15:26:41,,-0.061719,Neutral,0.106571,Neutral,MSFT
"Text, talk, then pay: Nixxy and PayToMe tie payments to messaging","Nixxy (NASDAQ: NIXX) has partnered with PayToMe.co to integrate embedded payments, invoicing, and AI-driven compliance into its global telecom and messaging infrastructure. This collaboration aims to create new revenue streams by enabling payment-enabled messaging, invoice-to-settlement workflows, and cross-border compliance within communication channels. The partnership leverages PayToMe.co's connections to 12,000 financial institutions and major tech partners like Stripe and NVIDIA.",Stock Titan,https://www.stocktitan.net/news/NIXX/nixxy-inc-announces-strategic-partnership-with-pay-to-me-co-to-cmrnq9tkjhix.html,2026-02-12 13:57:54,,0.339529,Somewhat-Bullish,0.298166,Somewhat-Bullish,MSFT
Here’s What the Street Thinks About Addus HomeCare (ADUS),"Wall Street analysts hold a positive outlook on Addus HomeCare Corporation (ADUS) ahead of its Q4 2025 earnings, with expectations for strong revenue and GAAP EPS. Both Truist Financial and Bank of America Securities have initiated or reiterated Buy ratings, citing growth drivers such as rate increases in Texas, strong hiring momentum, and strategic acquisitions in Personal Care. The article notes that while ADUS shows potential, it suggests other AI stocks might offer higher returns and lower downside risk.",Insider Monkey,https://www.insidermonkey.com/blog/heres-what-the-street-thinks-about-addus-homecare-adus-1692932/?amp=1,2026-02-12 13:57:18,Talha Qureshi,0.214139,Somewhat-Bullish,0.063519,Neutral,MSFT
Restaurant Brands's (NYSE:QSR) Q4 CY2025: Beats On Revenue,"Restaurant Brands (NYSE:QSR) reported Q4 CY2025 revenue of $2.47 billion, exceeding analyst estimates by 2.1%, with a 7.4% year-on-year increase. The company also beat adjusted EPS estimates and showed strong growth in new locations and same-store sales. Despite positive results, the stock traded down immediately after the report, suggesting the market anticipated even stronger performance.",Finviz,https://finviz.com/news/308801/restaurant-brandss-nyse-qsr-q4-cy2025-beats-on-revenue,2026-02-12 13:57:15,Petr Huřťák,0.169244,Somewhat-Bullish,0.130165,Neutral,MSFT
Unity Software Inc. (NYSE:U) Q4 2025 Earnings Call Transcript,"Unity Software Inc. (NYSE:U) reported its Q4 2025 earnings, highlighting strong performance driven by its Vector advertising business and a return to growth in its Create software segment. The company's Vector revenue comfortably exceeded guidance, with expectations to exceed a $1 billion annual run rate in 2026, while the traditional IronSource ad network will become a much smaller component of revenue. Unity also outlined significant strategic initiatives for 2026, including enhanced collaboration tools accessible via web browser and the integration of AI for authoring casual games with natural language.",Insider Monkey,https://www.insidermonkey.com/blog/unity-software-inc-nyseu-q4-2025-earnings-call-transcript-1694420/,2026-02-12 13:27:36,Insider Monkey Transcripts,0.18404,Somewhat-Bullish,0.130413,Neutral,MSFT
VSE Corporation to Release Q4 and Full Year 2025 Results,"VSE Corporation announced it will release its fourth quarter and full year 2025 financial results on February 25, 2026, after market close, followed by a conference call on February 26, 2026, at 8:30 A.M. ET. The company, which specializes in aviation aftermarket distribution and repair services, will discuss its performance and engage with investors through a Q&A session. Analyst views anticipate a rise in VSEC stock price over the next year, with an average 1-year price target of $206.50.",Intellectia AI,https://intellectia.ai/news/stock/vse-corporation-to-release-q4-and-full-year-2025-results,2026-02-12 12:57:54,Emily J. Thompson,0.392211,Bullish,0.311545,Somewhat-Bullish,MSFT
Oracle named a Leader in the 2026 Gartner® Magic Quadrant™for Customer Data Platforms,"Oracle has been recognized as a Leader in the 2026 Gartner® Magic Quadrant™ for Customer Data Platforms for its Oracle Unity Data Platform. The company attributes this recognition to Unity's ability to unify front- and back-office data across various business functions—ERP, sales, service, and marketing—to power AI-driven customer experiences and facilitate enterprise-wide orchestration. Oracle emphasizes that this leadership position validates their focus on providing a comprehensive data platform that supports not just marketing activation but also cross-functional teams and strategic decision-making.",Oracle,https://www.oracle.com/cx/marketing/gartner-mq-customer-data-platforms/,2026-02-12 11:58:17,,0.554385,Bullish,0.253464,Somewhat-Bullish,MSFT
