title,summary,source,url,published_at,authors,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,ticker_sentiment_label,ticker
"Health Catalyst and F5 Stocks Trade Down, What You Need To Know","Health Catalyst (HCAT) and F5 (FFIV) stocks fell significantly, 6.8% and 6.7% respectively, during an afternoon session as investors grew more selective in the AI boom and reevaluated interest rate cut expectations. A stronger-than-expected U.S. jobs report pushed back anticipated Federal Reserve rate cuts to July, creating headwinds for growth-oriented sectors like software. Health Catalyst shares have been highly volatile, experiencing a significant decline since the start of the year and trading well below its 52-week high.",FinancialContent,https://markets.financialcontent.com/stocks/article/stockstory-2026-2-12-health-catalyst-and-f5-stocks-trade-down-what-you-need-to-know,2026-02-12 18:00:00,StockStory,-0.324707,Somewhat-Bearish,-0.310213,Somewhat-Bearish,AAPL
Here’s why Apple stock is plunging on Thursday,"Apple (AAPL) stock fell nearly 4% on Thursday as investors shifted away from large technology companies. This rotation is part of a broader market trend where funds are moving towards more diverse sectors like industrials and energy, rather than indicating specific negative news for Apple. Analysts suggest the ""easy part"" of the tech rally might be over, prompting a reassessment of tech valuations and a move towards ""AI enablers"" rather than just ""AI beneficiaries.""",TradingView,https://www.tradingview.com/news/invezz:43ff82525094b:0-here-s-why-apple-stock-is-plunging-on-thursday/,2026-02-12 16:56:03,,-0.412595,Bearish,-0.424065,Bearish,AAPL
Marcus & Millichap stock hits 52-week low at $24.93,"Marcus & Millichap's (MMI) stock recently hit a 52-week low of $24.93, marking a 32.65% decline over the past year due to challenging market conditions. Despite not being profitable in the last twelve months, the company maintains financial stability with an Altman Z-Score of 4.85. Investors are awaiting upcoming earnings on February 13, and the company's IPA Capital Markets division recently arranged a significant refinancing deal for a luxury multifamily property.",Investing.com,https://www.investing.com/news/company-news/marcus--millichap-stock-hits-52week-low-at-2493-93CH-4503530,2026-02-12 16:29:55,Investing.com,-0.316806,Somewhat-Bearish,-0.135254,Neutral,AAPL
Can Jabil's Consumer Electronics Expertise Boost Future Profits?,"Jabil Inc. is focusing on strengthening its position in the consumer electronics market by enhancing its manufacturing capabilities and partnerships with leading technology brands like Apple and Amazon, offering end-to-end solutions for various connected devices. The company faces competition from Benchmark Electronics and Flex Ltd., both of whom also provide extensive design and manufacturing services in the consumer electronics sector. Despite having gained less than the industry average in the past year, Jabil's stock has a favorable price/earnings ratio and its earnings estimates for 2026 and 2027 have been revised upwards, earning it a Zacks Rank #2 (Buy).",TradingView,https://www.tradingview.com/news/zacks:f25234fe1094b:0-can-jabil-s-consumer-electronics-expertise-boost-future-profits/,2026-02-12 15:26:48,Zacks,0.358037,Bullish,0.310061,Somewhat-Bullish,AAPL
"Alphabet Drops 7% Post Q4 Earnings: Buy, Sell or Hold the Stock?","Alphabet's shares dropped 7% after its Q4 2025 earnings report due to investor concerns over the high capital expenditure guidance for AI and cloud infrastructure, which will squeeze free cash flow despite strong cash generation. While the company's AI push is boosting its Search and Cloud businesses and 2026 earnings estimates are positive, its shares are considered overvalued. Given the overvaluation, high capital expenses, and expected pressure on profitability, Zacks has a ""Hold"" rating for GOOGL stock.",TradingView,https://www.tradingview.com/news/zacks:5f0e6534c094b:0-alphabet-drops-7-post-q4-earnings-buy-sell-or-hold-the-stock/,2026-02-12 15:26:41,,-0.061719,Neutral,-0.140797,Neutral,AAPL
Big-Name Hedges Fund Bought This ETF Last Quarter. It’s Crushing the SPY in 2026,"Davis Advisors, a hedge fund managing over $22 billion, acquired shares of the iShares S&P 500 Value ETF (IVE) in Q4 2025. This value-focused ETF has returned almost 5% year-to-date in 2026, significantly outperforming the S&P 500's 1% gain. The article suggests that investing in IVE could be a wise move for investors looking to counter a potentially overvalued broader market and benefit from its exposure to value stocks and specific tech giants like Apple and Amazon.",24/7 Wall St.,https://247wallst.com/investing/2026/02/12/big-name-hedges-fund-bought-this-etf-last-quarter-its-crushing-the-spy-in-2026/,2026-02-12 14:28:15,Joey Frenette,0.310172,Somewhat-Bullish,0.343027,Somewhat-Bullish,AAPL
"LSV Asset Management Buys 233,066 Shares of Skyworks Solutions, Inc. $SWKS","LSV Asset Management increased its stake in Skyworks Solutions (NASDAQ:SWKS) by 13.9%, purchasing 233,066 additional shares to own a total of 1,909,536 shares valued at approximately $147 million. The semiconductor manufacturer recently reported strong quarterly earnings, beating EPS expectations with $1.54 vs. $1.40, and announced a $0.71 quarterly dividend, despite a high payout ratio. Analysts currently rate the stock as a ""Hold"" with a consensus target price of $70.50.",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-lsv-asset-management-buys-233066-shares-of-skyworks-solutions-inc-swks-2026-02-12/,2026-02-12 13:39:01,MarketBeat,0.204345,Somewhat-Bullish,0.270985,Somewhat-Bullish,AAPL
GLOBALFOUNDRIES Inc. (NASDAQ:GFS) Q4 2025 Earnings Call Transcript,"GLOBALFOUNDRIES Inc. (NASDAQ:GFS) reported strong Q4 and full-year 2025 results, with Q4 revenue up 8% sequentially and EPS of $0.55, beating expectations. The company highlighted significant progress in strategic objectives, including technology differentiation through acquisitions in silicon photonics and physical AI, deepened customer partnerships, and leveraging its diversified global manufacturing footprint. GFS provided optimistic guidance for Q1 2026, expecting continued revenue and gross margin expansion, and announced a $500 million share repurchase authorization.",Insider Monkey,https://www.insidermonkey.com/blog/globalfoundries-inc-nasdaqgfs-q4-2025-earnings-call-transcript-1694482/,2026-02-12 13:28:28,,0.366304,Bullish,0.336526,Somewhat-Bullish,AAPL
Apple iPhone stands out: only smartphone to grow in China sales this January- Counterpoint,"Apple's iPhone was the only smartphone brand to achieve sales growth in China during January, according to Counterpoint Research. This growth occurred while major Chinese mobile manufacturers like Huawei and Xiaomi experienced significant declines in the market. The article highlights Apple's unique performance in a challenging Chinese smartphone market.",Seeking Alpha,https://seekingalpha.com/news/4550848-apple-iphone-stands-out-only-smartphone-to-grow-in-china-sales-this-january--counterpoint,2026-02-12 08:37:20,Arundhati Sarkar,0.71451,Bullish,0.749068,Bullish,AAPL
Coherent Faces Ownership Shift As Texas Grant Supports Growth Plans,"Bain Capital plans to sell a significant stake in Coherent (NYSE:COHR), coinciding with a $14.1 million grant from Texas to expand the company's indium phosphide wafer manufacturing for data center and communications applications. This ownership shift occurs after strong stock performance for Coherent, and investors are advised to monitor how the market absorbs the block sale and updates on the Sherman, Texas facility's progress. The grant supports Coherent's expansion into AI and cloud markets, but analysts flag risks including insider selling and competition.",Simply Wall Street,https://simplywall.st/stocks/us/tech/nyse-cohr/coherent/news/coherent-faces-ownership-shift-as-texas-grant-supports-growt/amp,2026-02-12 07:57:54,Simply Wall St,0.07682,Neutral,0.130448,Neutral,AAPL
Coherent Faces Ownership Shift As Texas Grant Supports Growth Plans,"Bain Capital plans to sell a significant portion of its stake in Coherent (NYSE:COHR), coinciding with the company receiving a $14.1 million Texas grant to expand indium phosphide wafer manufacturing for datacenter and communications applications. This ownership shift, coupled with supported expansion, provides a new angle for investors to consider Coherent's capital allocation and manufacturing execution. The company has shown strong share price growth and operating performance, but investors should also consider risks like insider selling and competition.",Simply Wall Street,https://simplywall.st/stocks/us/tech/nyse-cohr/coherent/news/coherent-faces-ownership-shift-as-texas-grant-supports-growt,2026-02-12 07:57:03,Simply Wall St,0.082367,Neutral,0.134541,Neutral,AAPL
Short Interest in GraniteShares 2x Long AAPL Daily ETF (NASDAQ:AAPB) Decreases By 58.7%,"Short interest in GraniteShares 2x Long AAPL Daily ETF (NASDAQ:AAPB) saw a significant drop of 58.7% in January, totaling 52,885 shares by January 30th. Institutional investors like Simplex Trading LLC, Woodward Diversified Capital LLC, and Optiver Holding B.V. have recently adjusted their positions in the ETF. The firm also announced a monthly dividend of $1.4092 per share, paid on December 31st.",Defense World,https://www.defenseworld.net/2026/02/12/short-interest-in-graniteshares-2x-long-aapl-daily-etf-nasdaqaapb-decreases-by-58-7.html,2026-02-12 07:28:08,Defense World Staff,0.259652,Somewhat-Bullish,0.233665,Somewhat-Bullish,AAPL
FMR LLC Reduces Stake in Amdocs Ltd: A Strategic Portfolio Adjus,"FMR LLC significantly reduced its stake in Amdocs Ltd by decreasing its position by over 3.8 million shares, representing a 23.94% reduction. This strategic adjustment, occurring on December 31, 2025, now leaves Amdocs Ltd as a smaller portion of FMR LLC's diversified portfolio, which includes major tech companies like Apple and Amazon. Despite the reduction, Amdocs Ltd, a leader in digital transformation solutions, maintains strong financial metrics with a market capitalization of $7.56 billion and an undervalued stock price relative to its GF Value.",GuruFocus,https://www.gurufocus.com/news/8608403/fmr-llc-reduces-stake-in-amdocs-ltd-a-strategic-portfolio-adjustment,2026-02-12 01:58:09,,0.307663,Somewhat-Bullish,0.329334,Somewhat-Bullish,AAPL
Apple’s Siri Upgrade Potentially Delayed After Testing Issues: Report,"Apple's planned upgrades for its virtual assistant Siri are reportedly facing delays due to testing issues, where Siri struggled with processing queries correctly or took too long to respond. Initially set for a March rollout with the iOS 26.4 beta, the functional changes may now be deferred to future updates, possibly in May or September with iOS 27. Despite the potential delay, analysts believe Apple's long-term AI strategy, including a rumored AI chatbot for Siri, still holds significant value for investors, especially as the company reported a strong Q1 2026 driven by iPhone sales.",Stocktwits,https://stocktwits.com/news-articles/markets/equity/apple-siri-upgrade-potentially-delayed-after-testing-issues-report/cZb6o7DR4AQ,2026-02-11 22:56:39,Aashika Suresh,0.041349,Neutral,-0.235333,Somewhat-Bearish,AAPL
Citi Remains Bullish on Seagate Technology Holdings (STX) Amid Stable Demand,"Citi has reaffirmed its 'Buy' rating on Seagate Technology Holdings (STX) and increased its price target from $460 to $480, citing stable demand from enterprise customers increasing data center capacity for AI workloads. Seagate's recent earnings report projected higher-than-consensus third-quarter revenue and reported strong second-quarter results, driven by the growing need for high-capacity storage fueled by AI-driven data creation. The company specializes in data storage solutions, including hard disk drives, catering to enterprise, cloud, and consumer markets.",Finviz,https://finviz.com/news/307986/citi-remains-bullish-on-seagate-technology-holdings-stx-amid-stable-demand,2026-02-11 20:00:09,Faheem Tahir,0.16306,Somewhat-Bullish,0.1103,Neutral,AAPL
These 3 Companies Shattered Quarterly Records,"Apple, Eaton, and SoFi Technologies recently announced record-breaking quarterly results for Q4 2025. Apple reported new highs in revenue, EPS, iPhone sales, and Services revenue. Eaton achieved record adjusted EPS and quarterly sales, driven by accelerating orders and backlog growth, while SoFi recorded all-time highs in new member additions, fee-based revenue, and loan originations.",Finviz,https://finviz.com/news/307786/these-3-companies-shattered-quarterly-records,2026-02-11 17:23:12,Derek Lewis,0.614121,Bullish,0.716494,Bullish,AAPL
"With Apple Allure Intact, Consider Trading This ETF","Shares of Apple (AAPL) have risen 6% in the last month due to a strong fourth-quarter earnings report, driven by better-than-expected iPhone sales and investor confidence in its AI plans. This rally presents a potential opportunity for traders with the Direxion Daily AAPL Bull 2X Shares (AAPU), a leveraged ETF designed for short-term tactical trading. Future catalysts for AAPU could include continued iPhone sales growth, improved gross margins, and further clarity on Apple's AI strategy, such as its partnership with Google's Gemini.",ETF Database,https://etfdb.com/leveraged-inverse-content-hub/apple-allure-intact-consider-trading-aapu/,2026-02-11 16:58:17,Todd Shriber,0.294248,Somewhat-Bullish,0.609813,Bullish,AAPL
"Analyzing Apple In Comparison To Competitors In Technology Hardware, Storage & Peripherals Industry","This article analyzes Apple's financial performance and market position within the Technology Hardware, Storage & Peripherals industry by comparing it to its peers. It examines Apple's debt-to-equity ratio, valuation metrics (P/E, P/B, P/S), profitability (ROE, EBITDA, Gross Profit), and revenue growth. The analysis suggests that while Apple demonstrates strong profitability and efficient resource utilization, its revenue growth is lagging behind the industry average.",Benzinga,https://www.benzinga.com/insights/news/26/02/50543622/analyzing-apple-in-comparison-to-competitors-in-technology-hardware-storage-amp-peripherals-industr,2026-02-11 15:03:39,"Benzinga Insights, Benzinga Staff Writer",0.267754,Somewhat-Bullish,0.074763,Neutral,AAPL
"PayPal Issues Disappointing 2026 Outlook, Citing Competitive Pressures and Macro Headwinds; Investigation Probes Timing of Risk Disclosures","Levi & Korsinsky, LLP is investigating PayPal Holdings, Inc. following its weaker-than-expected 2026 financial outlook, which projects a decline in transaction margin dollars and significantly decelerated revenue growth. The firm is examining whether PayPal's management timely disclosed material information regarding competitive pressures and macro headwinds, given the substantial drop in share price after the guidance was released. Shareholders who suffered losses are encouraged to contact the firm for a case evaluation.",PR Newswire,https://www.prnewswire.com/news-releases/paypal-issues-disappointing-2026-outlook-citing-competitive-pressures-and-macro-headwinds-investigation-probes-timing-of-risk-disclosures-302680880.html,2026-02-11 14:02:26,,-0.183172,Somewhat-Bearish,0.114881,Neutral,AAPL
Kuzu database company joins Apple’s list of recent acquisitions,"Apple recently acquired Kuzu, a database company, adding it to a list of acquisitions that includes the AI startup Q.ai and several others reported to the European Union under the Digital Markets Act. Kuzu's LinkedIn describes it as an ""embedded graph database,"" and its acquisition, likely a relatively small deal, occurred in October. The article also provides a rundown of other acquisitions Apple made in 2025, as reported by the EU.",9to5Mac,https://9to5mac.com/2026/02/11/kuzu-database-company-joins-apples-list-of-recent-acquisitions/,2026-02-11 13:58:19,Chance Miller,0.346288,Somewhat-Bullish,0.313668,Somewhat-Bullish,AAPL
"VV Handidly Beat the S&P 500, And Only Charges 0.04%","The Vanguard Large-Cap ETF (VV) has outperformed the S&P 500 over five years, boasting an 86.22% return compared to the S&P 500's 78.13%. With an ultra-low expense ratio of 0.04% and a portfolio heavily weighted in mega-cap tech stocks like NVIDIA, Apple, and Microsoft, VV offers broad U.S. large-cap exposure. While it provides strong long-term growth and a steady dividend, investors should be aware of its concentration and sector risks, particularly its heavy exposure to the technology sector.",24/7 Wall St.,https://247wallst.com/investing/2026/02/11/vv-handidly-beat-the-sp-500-and-only-charges-0-04/,2026-02-11 12:58:12,Austin Smith,0.364315,Bullish,0.326265,Somewhat-Bullish,AAPL
Spotify Technology S.A. (NYSE:SPOT) Q4 2025 Earnings Call Transcript,"Spotify Technology S.A. (NYSE:SPOT) reported strong Q4 2025 earnings, beating expectations with a reported EPS of $5.2 against an expected $3.21. The earnings call highlighted robust MAU growth, record Wrapped engagement, and substantial payouts to music rights holders, totaling nearly $70 billion since the company's founding. Discussions heavily featured Spotify's strategic embrace of AI to enhance personalization, drive user engagement, and transform internal processes, positioning the company as a leading intelligent media platform.",Insider Monkey,https://www.insidermonkey.com/blog/spotify-technology-s-a-nysespot-q4-2025-earnings-call-transcript-1693360/,2026-02-11 12:58:05,Insider Monkey Transcripts,0.240333,Somewhat-Bullish,0.119113,Neutral,AAPL
The most unexpected winner of the AI boom? Caterpillar,"Caterpillar, traditionally known for construction vehicles, has emerged as a surprising beneficiary of the AI boom, with its stock doubling in the past year to an all-time high. The company's growing exposure to data centers, energy infrastructure, and AI-related demand, supplying critical equipment rather than developing AI itself, has driven its market capitalization to $347 billion. Its record full-year sales of $67.6 billion and a $51 billion order backlog underscore strong demand and a shift towards energy and power solutions, outperforming tech giants like Apple and Microsoft in stock growth.",Fortune,https://fortune.com/2026/02/11/the-most-unexpected-winner-of-the-ai-boom-caterpillar/,2026-02-11 11:32:57,Sheryl Estrada,0.07749,Neutral,-0.211127,Somewhat-Bearish,AAPL
PPG Industries stock hits 52-week high at 129.19 USD By Investing.com,"PPG Industries stock reached a new 52-week high of $129.19, reflecting robust performance with a 14.76% price return over the past year and a 24.53% year-to-date gain. The company's financial health is rated ""GOOD"" by InvestingPro, despite a recent earnings per share miss, with continued interest from financial experts due to its strategic initiatives and market position. PPG maintains a dividend yield of 2.23% and has paid dividends for 56 consecutive years.",Investing.com Canada,https://ca.investing.com/news/company-news/ppg-industries-stock-hits-52week-high-at-12919-usd-93CH-4450449,2026-02-11 04:57:18,Investing.com,0.143759,Neutral,-0.115365,Neutral,AAPL
Google and Apple agree to app store changes after British regulators ‘duopoly’ claim,"Google and Apple have agreed to implement changes in their app stores following an intervention by the U.K.'s Competition and Markets Authority (CMA). The CMA previously accused the tech giants of maintaining an ""effective duopoly,"" giving them unfair advantages. Both companies have committed to not discriminating against other developers' apps, ranking applications transparently, and providing developers with greater access to iOS features to foster competition within the U.K.'s app economy.",SiliconANGLE,https://siliconangle.com/2026/02/10/google-apple-agree-app-store-changes-british-regulators-duopoly-claim/,2026-02-11 02:27:00,James Farrell,0.111806,Neutral,0.100035,Neutral,AAPL
Hercules Capital (HTGC) To Report Earnings Tomorrow: Here Is What To Expect,"Hercules Capital (HTGC) is scheduled to report earnings tomorrow after market close. Analysts anticipate a 16.2% year-on-year revenue growth to $141.5 million and adjusted earnings of $0.49 per share. The company has a history of missing Wall Street's revenue estimates and its stock has underperformed, down 8.9% over the last month.",Finviz,https://finviz.com/news/307163/hercules-capital-htgc-to-report-earnings-tomorrow-here-is-what-to-expect,2026-02-10 22:07:00,Jabin Bastian,0.289576,Somewhat-Bullish,0.447247,Bullish,AAPL
Fiserv's (NASDAQ:FISV) Q4 CY2025: Beats On Revenue,"Fiserv (NASDAQ:FISV) announced strong Q4 CY2025 results, surpassing Wall Street's revenue expectations with a 7.8% year-on-year increase to $5.28 billion, and a non-GAAP profit of $1.99 per share that beat consensus estimates. Despite positive earnings, the company's adjusted EPS guidance for the upcoming financial year 2026 slightly missed analyst estimates, leading to a minor dip in stock performance immediately after the announcement. The company's CEO, Mike Lyons, highlighted significant milestones and client wins during this period, attributing success to the ""One Fiserv plan.""",Finviz,https://finviz.com/news/306433/fiservs-nasdaq-fisv-q4-cy2025-beats-on-revenue,2026-02-10 21:56:38,Kayode Omotosho,0.238527,Somewhat-Bullish,0.396455,Bullish,AAPL
JPMorgan Wins Apple Card Role And Expands Undervalued Consumer Payments Reach,"JPMorgan Chase has taken over as the issuer for the Apple Card, replacing Goldman Sachs, integrating it deeper into consumer payments and everyday spending. This move places JPMorgan at the core of Apple's consumer credit offerings, potentially expanding its banking and card services to Apple Card users. Despite recent soft momentum in its share price, Simply Wall St estimates NYSE:JPM is trading approximately 22.3% below its fair value.",Simply Wall Street,https://simplywall.st/stocks/us/banks/nyse-jpm/jpmorgan-chase/news/jpmorgan-wins-apple-card-role-and-expands-undervalued-consum,2026-02-10 19:46:30,"Simply Wall St, Bailey Pemberton",0.204226,Somewhat-Bullish,0.329135,Somewhat-Bullish,AAPL
5 Blue-Chip Stocks to Buy as Dow Hits a New Milestone,"The Dow Index recently crossed the 50,000 mark for the first time, signaling a shift in market participant interest from technology to cyclical stocks. This article recommends five blue-chip stocks with a Zacks Rank #2 (Buy) that are poised for continued growth. These include Apple Inc., NVIDIA Corp., The Goldman Sachs Group Inc., Salesforce Inc., and Walmart Inc., each highlighted for their strong performance, strategic initiatives, and favorable growth prospects.",Finviz,https://finviz.com/news/305701/5-blue-chip-stocks-to-buy-as-dow-hits-a-new-milestone,2026-02-10 15:04:28,Nalak Das,0.422454,Bullish,0.434752,Bullish,AAPL
The Glass Architecture of AI: A Comprehensive Research Feature on Corning Inc. (GLW),"Corning Inc. (GLW) has transformed from a traditional glass and ceramics manufacturer into a critical enabler of the generative AI revolution, leveraging its fiber-optic solutions and glass substrates for next-generation semiconductors. The company's strategic ""Springboard"" growth plan, coupled with significant partnerships with tech giants like Meta and Apple, has led to substantial financial growth and a re-rating by the market. Despite risks such as valuation and geopolitical exposure, Corning is well-positioned to benefit from the increasing demand for high-bandwidth connectivity and advanced chip packaging, supported by U.S. industrial policy.",FinancialContent,https://markets.financialcontent.com/stocks/article/finterra-2026-2-10-the-glass-architecture-of-ai-a-comprehensive-research-feature-on-corning-inc-glw,2026-02-10 15:01:27,Finterra,0.539485,Bullish,0.31755,Somewhat-Bullish,AAPL
Apple Inc. (AAPL) Bernstein Raises Valuation Forecast,"Bernstein analyst Toni Sacconaghi has increased the 12-month price target for Apple Inc. (AAPL) to $340.00 from $325.00, maintaining an ""Outperform"" rating. This upward revision is due to improved visibility into Apple's high-margin and consistent services growth, along with its strong capital return strategy. Despite potential near-term share price volatility and mixed hardware demand, Bernstein believes Apple's ecosystem strength, services mix, and disciplined capital allocation position it for market outperformance.",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AAPL/pressreleases/130701/apple-inc-aapl-bernstein-raises-valuation-forecast/,2026-02-10 14:03:00,,0.612407,Bullish,0.603406,Bullish,AAPL
NLPC Urges Apple Investors to Vote for Accountability Regarding China Risk,"The National Legal and Policy Center (NLPC) is advocating for Apple investors to support Proposal No. 5, which calls for a ""China Entanglement Audit"" from Apple's board of directors. Despite withdrawing its own climate-related shareholder proposal, NLPC emphasizes the need for transparency regarding the risks associated with Apple's significant manufacturing presence in China ahead of the annual meeting on February 24. They argue that shareholders need this report to accurately assess investment risks, given Apple's deep ties to the Chinese Communist Party's political and economic decisions.",National Legal and Policy Center,https://nlpc.org/corporate-integrity-project/nlpc-urges-apple-investors-to-vote-for-accountability-regarding-china-risk/,2026-02-10 13:26:27,NLPC Staff,-0.41582,Bearish,-0.417553,Bearish,AAPL
Qualcomm (QCOM) Beats Estimates as Piper Sandler Reiterates Overweight Rating,"Qualcomm (QCOM) reported stronger-than-expected earnings and revenue for Q1 fiscal 2026, with EPS of $3.50 and revenue of $12.25 billion, beating analyst forecasts. Despite the beat, Piper Sandler reiterated an Overweight rating with a $200 price target, noting tempered March guidance due to memory constraints at OEMs, particularly in China, which will impact the handset business, though Automotive and IoT segments show strong growth. The firm anticipates a longer-term impact from memory conditions and the Apple agreement, with potential boosts from clarity on Qualcomm's data center strategy.",Finviz,https://finviz.com/news/305292/qualcomm-qcom-beats-estimates-as-piper-sandler-reiterates-overweight-rating,2026-02-10 11:48:17,Ghazal Ahmed,0.03658,Neutral,-0.123889,Neutral,AAPL
